"","qweek","gender","age","region","household_size","household_children","employment_status","WCRex1"
"7672","week 8","Male",41,"Yogyakarta (Special Region)","4","1","Full time employment","Don't know"
"7673","week 8","Male",22,"Central Java","3","0","Full time student","Very well"
"7674","week 8","Female",29,"Jakarta (Special Capital Region)","4","2","Full time employment","Don't know"
"7675","week 8","Male",26,"Banten","4","0","Full time employment","Somewhat well"
"7676","week 8","Female",31,"Riau","4","2","Not working","Don't know"
"7677","week 8","Male",48,"East Java","4","2","Full time employment","Very badly"
"7678","week 8","Male",18,"North Sumatra","4","2","Part time employment","Very well"
"7679","week 8","Male",47,"West Java","5","2","Full time employment","Don't know"
"7680","week 8","Male",21,"East Java","4","0","Full time student","Don't know"
"7681","week 8","Male",53,"Jakarta (Special Capital Region)","4","2","Full time employment","Very well"
"7682","week 8","Male",24,"Banten","6","1","Full time employment","Don't know"
"7683","week 8","Male",19,"East Java","3","0","Full time student","Somewhat well"
"7684","week 8","Male",18,"West Java","Don't know","1","Part time employment","Don't know"
"7685","week 8","Female",37,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7686","week 8","Male",21,"West Java","4","0","Unemployed","Somewhat well"
"7687","week 8","Male",22,"Central Java","6","1","Full time student","Very well"
"7688","week 8","Male",30,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7689","week 8","Male",35,"East Java","2","1","Full time employment","Very well"
"7690","week 8","Female",28,"Jakarta (Special Capital Region)","2","0","Full time employment","Very well"
"7691","week 8","Male",61,"Bali","2","0","Part time employment","Don't know"
"7692","week 8","Male",22,"East Java","4","1","Full time student","Don't know"
"7693","week 8","Female",24,"East Java","3","0","Full time employment","Somewhat well"
"7694","week 8","Male",20,"Banten","6","1","Full time student","Somewhat badly"
"7695","week 8","Female",25,"Riau","3","0","Not working","Very well"
"7696","week 8","Male",46,"East Java","5","1","Unemployed","Don't know"
"7697","week 8","Female",22,"West Java","3","0","Unemployed","Don't know"
"7698","week 8","Female",27,"Riau","2","0","Full time employment","Don't know"
"7699","week 8","Female",21,"Central Java","5","0","Full time student","Somewhat well"
"7700","week 8","Male",44,"West Java","4","2","Other","Somewhat well"
"7701","week 8","Male",25,"Jakarta (Special Capital Region)","1","0","Full time employment","Very well"
"7702","week 8","Male",31,"Banten","3","0","Part time employment","Somewhat well"
"7703","week 8","Female",43,"Jakarta (Special Capital Region)","4","2","Not working","Very well"
"7704","week 8","Female",22,"Central Java","5","1","Full time student","Don't know"
"7705","week 8","Male",46,"West Java","4","1","Full time employment","Somewhat well"
"7706","week 8","Male",61,"East Java","5","0","Full time employment","Very well"
"7707","week 8","Female",78,"East Java","5","0","Full time employment","Very well"
"7708","week 8","Female",23,"West Java","2","0","Part time employment","Don't know"
"7709","week 8","Female",20,"Bali","3","1","Full time student","Don't know"
"7710","week 8","Male",50,"East Java","4","2","Full time employment","Very well"
"7711","week 8","Female",18,"West Java","4","1","Full time student","Don't know"
"7712","week 8","Male",27,"East Java","6","2","Full time employment","Very well"
"7713","week 8","Male",23,"East Java","5","1","Full time student","Somewhat well"
"7714","week 8","Male",23,"West Java","4","1","Part time employment","Very well"
"7715","week 8","Female",20,"West Java","7","1","Full time student","Somewhat well"
"7716","week 8","Male",19,"East Java","5","1","Part time employment","Somewhat badly"
"7717","week 8","Male",48,"West Java","1","0","Full time employment","Don't know"
"7718","week 8","Male",31,"Central Java","3","0","Full time employment","Don't know"
"7719","week 8","Female",24,"Central Java","4","2","Part time employment","Don't know"
"7720","week 8","Male",41,"Central Java","2","2","Part time employment","Somewhat badly"
"7721","week 8","Male",24,"Jakarta (Special Capital Region)","4","1","Full time employment","Very badly"
"7722","week 8","Female",20,"Jakarta (Special Capital Region)","3","0","Full time student","Somewhat badly"
"7723","week 8","Male",35,"Jakarta (Special Capital Region)","7","2","Full time employment","Somewhat badly"
"7724","week 8","Male",37,"West Java","6","4","Full time employment","Don't know"
"7725","week 8","Male",52,"Central Java","4","2","Full time employment","Very well"
"7726","week 8","Male",54,"West Java","3","1","Part time employment","Somewhat well"
"7727","week 8","Male",48,"West Java","4","2","Full time employment","Somewhat badly"
"7728","week 8","Male",21,"West Java","4","2","Part time employment","Don't know"
"7729","week 8","Male",20,"West Java","Prefer not to say","Prefer not to say","Other","Don't know"
"7730","week 8","Female",24,"West Java","4","0","Not working","Somewhat well"
"7731","week 8","Male",20,"West Java","4","0","Full time student","Somewhat well"
"7732","week 8","Male",19,"Aceh (Special Region)","4","0","Full time employment","Somewhat badly"
"7733","week 8","Female",25,"Jakarta (Special Capital Region)","3","0","Full time employment","Don't know"
"7734","week 8","Male",22,"Jakarta (Special Capital Region)","Prefer not to say","0","Full time employment","Somewhat well"
"7735","week 8","Male",21,"West Java","4","1","Full time employment","Very well"
"7736","week 8","Male",45,"West Java","3","1","Part time employment","Somewhat well"
"7737","week 8","Male",20,"Banten","4","1","Full time student","Very well"
"7738","week 8","Female",42,"Jakarta (Special Capital Region)","5","1","Not working","Don't know"
"7739","week 8","Male",31,"Jakarta (Special Capital Region)","2","0","Full time employment","Don't know"
"7740","week 8","Male",20,"East Java","5","1","Part time employment","Very well"
"7741","week 8","Male",43,"Riau Islands","8 or more","5 or more","Full time employment","Somewhat well"
"7742","week 8","Male",34,"West Java","3","1","Full time employment","Somewhat well"
"7743","week 8","Male",60,"East Java","4","Prefer not to say","Retired","Don't know"
"7744","week 8","Male",20,"Banten","Prefer not to say","Prefer not to say","Full time student","Don't know"
"7745","week 8","Female",45,"Central Java","4","2","Full time employment","Don't know"
"7746","week 8","Male",62,"North Sumatra","3","0","Full time employment","Somewhat well"
"7747","week 8","Male",42,"West Java","4","0","Full time employment","Somewhat badly"
"7748","week 8","Female",37,"West Java","3","0","Full time employment","Very well"
"7749","week 8","Male",47,"Jakarta (Special Capital Region)","5","2","Full time employment","Very well"
"7750","week 8","Female",24,"West Java","4","1","Full time employment","Somewhat badly"
"7751","week 8","Male",51,"East Java","4","1","Full time employment","Very well"
"7752","week 8","Female",35,"Central Java","5","1","Full time employment","Somewhat badly"
"7753","week 8","Male",53,"West Java","4","0","Full time employment","Somewhat badly"
"7754","week 8","Male",24,"West Java","Don't know","0","Full time employment","Don't know"
"7755","week 8","Female",25,"Central Java","4","1","Full time employment","Somewhat well"
"7756","week 8","Male",35,"East Java","6","0","Part time employment","Very well"
"7757","week 8","Male",46,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7758","week 8","Male",70,"Jakarta (Special Capital Region)","1","0","Part time employment","Don't know"
"7759","week 8","Male",24,"West Java","1","0","Full time employment","Somewhat well"
"7760","week 8","Male",19,"West Java","Don't know","Prefer not to say","Unemployed","Don't know"
"7761","week 8","Male",18,"Central Java","Don't know","1","Not working","Don't know"
"7762","week 8","Male",30,"West Java","4","2","Full time employment","Somewhat well"
"7763","week 8","Female",22,"South Sumatra","7","0","Full time employment","Don't know"
"7764","week 8","Male",22,"East Java","5","2","Full time student","Somewhat badly"
"7765","week 8","Male",30,"Banten","4","2","Full time employment","Somewhat badly"
"7766","week 8","Male",24,"Jakarta (Special Capital Region)","4","0","Unemployed","Somewhat badly"
"7767","week 8","Male",50,"North Sumatra","6","1","Full time employment","Somewhat badly"
"7768","week 8","Male",24,"Yogyakarta (Special Region)","Prefer not to say","0","Full time employment","Somewhat well"
"7769","week 8","Male",33,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat badly"
"7770","week 8","Female",24,"Lampung","4","1","Full time employment","Don't know"
"7771","week 8","Male",24,"East Java","4","0","Unemployed","Don't know"
"7772","week 8","Male",23,"Central Java","2","0","Full time employment","Somewhat well"
"7773","week 8","Female",34,"East Java","5","3","Not working","Very badly"
"7774","week 8","Male",45,"East Java","5","3","Full time employment","Somewhat well"
"7775","week 8","Male",22,"Jakarta (Special Capital Region)","1","0","Full time employment","Somewhat badly"
"7776","week 8","Female",26,"Jakarta (Special Capital Region)","3","1","Full time employment","Somewhat well"
"7777","week 8","Male",31,"Jakarta (Special Capital Region)","1","0","Unemployed","Don't know"
"7778","week 8","Male",22,"South Sulawesi","6","0","Full time employment","Very badly"
"7779","week 8","Male",23,"Jakarta (Special Capital Region)","4","0","Unemployed","Very well"
"7780","week 8","Female",49,"South Sumatra","5","2","Full time employment","Don't know"
"7781","week 8","Female",46,"Jakarta (Special Capital Region)","4","1","Full time employment","Somewhat well"
"7782","week 8","Male",26,"West Java","4","Prefer not to say","Full time employment","Somewhat badly"
"7783","week 8","Female",27,"West Java","7","1","Part time employment","Somewhat badly"
"7784","week 8","Male",27,"Central Java","5","1","Full time employment","Somewhat well"
"7785","week 8","Female",19,"East Java","5","0","Full time student","Somewhat well"
"7786","week 8","Female",25,"West Java","4","2","Not working","Very badly"
"7787","week 8","Male",57,"Jakarta (Special Capital Region)","7","1","Retired","Somewhat badly"
"7788","week 8","Female",32,"West Java","3","1","Full time employment","Very well"
"7789","week 8","Male",27,"West Java","5","3","Part time employment","Somewhat badly"
"7790","week 8","Female",21,"Central Java","4","1","Full time employment","Somewhat badly"
"7791","week 8","Male",24,"Jakarta (Special Capital Region)","4","0","Full time employment","Somewhat badly"
"7792","week 8","Male",37,"West Java","3","1","Full time employment","Somewhat well"
"7793","week 8","Male",23,"East Java","3","0","Full time student","Somewhat well"
"7794","week 8","Male",20,"West Java","4","1","Part time employment","Somewhat badly"
"7795","week 8","Female",29,"Jakarta (Special Capital Region)","6","3","Not working","Very well"
"7796","week 8","Male",18,"East Java","7","0","Full time student","Somewhat well"
"7797","week 8","Female",20,"West Java","5","2","Full time student","Somewhat well"
"7798","week 8","Male",30,"Banten","3","1","Full time employment","Very well"
"7799","week 8","Female",30,"Jakarta (Special Capital Region)","6","2","Full time employment","Somewhat badly"
"7800","week 8","Male",33,"Jakarta (Special Capital Region)","2","0","Not working","Don't know"
"7801","week 8","Male",45,"Riau Islands","5","3","Other","Very well"
"7802","week 8","Male",31,"South Sumatra","3","0","Full time employment","Somewhat well"
"7803","week 8","Male",45,"Aceh (Special Region)","7","2","Not working","Very well"
"7804","week 8","Male",49,"East Java","6","5 or more","Part time employment","Don't know"
"7805","week 8","Male",28,"East Kalimantan","5","3","Full time employment","Don't know"
"7806","week 8","Male",22,"Central Java","8 or more","Prefer not to say","Part time employment","Somewhat well"
"7807","week 8","Male",33,"West Java","3","1","Part time employment","Don't know"
"7808","week 8","Male",20,"West Java","3","1","Full time employment","Very well"
"7809","week 8","Male",25,"Central Java","2","0","Full time employment","Don't know"
"7810","week 8","Female",48,"West Java","4","1","Part time employment","Somewhat badly"
"7811","week 8","Male",24,"Jakarta (Special Capital Region)","8 or more","0","Full time employment","Somewhat well"
